Cell type,test,material,time (hr),concentration (ug/ml),viability (%),Hydrodynamic diameter (nm),Zeta potential (mV)
HUVEC,NRU,C,72,1000,9.4868,141,-33.33
HUVEC,NRU,C,24,20,101.44,141,-33.33
HUVEC,NRU,C,24,40,61.798,141,-33.33
HUVEC,CCK-8,C,24,10,82.474,267,61.44
HUVEC,CCK-8,C,24,12.5,80.103,267,61.44
HUVEC,CCK-8,C,24,25,76.289,267,61.44
HUVEC,CCK-8,C,24,50,65.258,267,61.44
HUVEC,CCK-8,C,24,75,59.691,267,61.44
HUVEC,CCK-8,C,24,100,45.567,267,61.44
IMR90,CellTiterGlo,Pt,24,10,92.787,38.8,49.26
IMR90,CellTiterGlo,Pt,24,20,89.18,38.8,49.26
IMR90,CellTiterGlo,Pt,24,50,89.18,39,49.26
IMR90,CellTiterGlo,Pt,24,100,92.787,39,49.26
IMR90,CellTiterGlo,Pt,48,50,94.167,39,-8
IMR90,CellTiterGlo,Pt,48,50,75.417,39,-20.51
IMR90,CellTiterGlo,Pt,48,50,75.833,39,-20.51
IMR90,CellTiterGlo,Pt,48,50,65.625,39.2,-26.3
IMR90,CellTiterGlo,Pt,48,100,39.61,39.2,-40.5
IMR90,CellTiterGlo,Pt,72,100,70.779,39.2,-16.5
IMR90,CellTiterGlo,Pt,96,100,68.571,39.2,-25
IMR90,CellTiterGlo,Pt,48,100,29.351,39.2,-40.5
IMR90,CellTiterGlo,Pt,72,100,47.273,39.2,-32.5
IMR90,CellTiterGlo,Pt,96,100,44.416,39.2,-32.5
IMR90,CellTiterGlo,Pt,48,100,50.26,39.2,-20.51
IMR90,CellTiterGlo,Pt,24,100,97.482,39.94,11.4
IMR90,CellTiterGlo,Pt,24,200,98.741,39.94,11.4
IMR90,CellTiterGlo,Pt,24,400,96.583,39.94,11.4
IMR90,CellTiterGlo,Pt,48,250,90.875,39.94,8.67
IMR90,CellTiterGlo,Pt,48,500,88.454,39.94,8.67
IMR90,CellTiterGlo,Pt,48,750,85.475,39.94,8.67
IMR90,CellTiterGlo,Pt,48,1000,78.212,39.94,8.67
IMR90,CellTiterGlo,Pt,48,1500,70.95,40,8.67
IMR90,CellTiterGlo,Pt,48,250,76.723,40,-0.025
IMR90,CellTiterGlo,Pt,48,500,64.804,40,31.49
IMR90,CellTiterGlo,Pt,48,750,56.425,40,31.49
IMR90,CellTiterGlo,Pt,48,1000,50.652,40,31.49
IMR90,CellTiterGlo,Pt,48,1500,42.458,40,31.49
IMR90,CellTiterGlo,Pt,48,250,67.598,40,-8.72
IMR90,CellTiterGlo,Pt,48,500,57.542,40,-8.72
J774A.1,MTS,Ag,24,10,99.318,25,-10.7
J774A.1,MTS,Ag,24,50,89.318,25,-8.41
J774A.1,MTS,Ag,24,5,99.318,25,-8.11
J774A.1,MTS,Ag,24,10,99.318,25,-10.7
J774A.1,MTS,Ag,24,50,85.227,25,15.9
J774A.1,MTS,Ag,72,5,100.45,25,-12.32
J774A.1,MTS,Ag,72,10,99.324,25,-17.79
J774A.1,MTS,Ag,72,50,90.541,25,-33.55
J774A.1,MTS,Ag,72,5,99.324,25,10.59
J774A.1,MTS,Ag,72,10,99.324,25,-17.79
J774A.1,MTS,Ag,72,50,93.468,25,43.9
J774A.1,MTS,Ag,72,5,98.649,25,20.99
J774A.1,MTS,Ag,72,10,98.649,25,-34.55
J774A.1,MTS,Ag,72,50,92.342,25,43.9
J774A.1,MTS,Ag,48,200,53.263,25,31.02
J774A.1,MTS,Ag,48,200,22.458,25,-33.33
J774A.1,MTS,Ag,48,200,65.554,25,58.51
J774A.1,MTS,Ag,48,200,91.047,25,-31.8
J774A.1,MTS,Ag,48,200,96.662,25,-8.72
J774A.1,MTS,Ag,48,200,95.144,25,-20.26
J774A.1,MTS,Ag,48,200,94.537,25,11.4
J774A.1,MTS,Ag,48,200,94.841,25,-31.8
J774A.1,MTS,Ag,24,200,73.149,25,-13.6
J774A.1,MTS,Ag,24,200,52.044,25,-7.11
J774A.1,MTS,Ag,24,200,82.541,25,-29.5
J774A.1,MTT,Ag,24,1600,79.437,28,-16.8
J774A.1,MTT,Ag,24,200,64.13,28.2,-7.01
J774A.1,MTT,Ag,24,400,56.96,28.2,-7.01
J774A.1,MTT,Ag,24,600,49.38,28.2,-7.01
J774A.1,MTT,Ag,24,800,37.09,28.2,-7.01
J774A.1,MTT,Fe3O4,48,50,58.603,50,-35
J774A.1,MTT,Fe3O4,48,100,31.671,50,-35
J774A.1,MTT,Fe3O4,48,12.5,98.753,50,-31
J774A.1,MTT,Fe3O4,48,25,92.768,50,-31
J774A.1,MTT,Fe3O4,48,50,66.334,50,-31
J774A.1,MTT,Fe3O4,48,100,40.15,50,-31
J774A.1,MTT,Fe3O4,48,12.5,97.007,50,-31
J774A.1,MTT,Fe3O4,48,25,78.803,50,-31
J774A.1,MTT,Fe3O4,48,50,70.324,50,-31
J774A.1,MTT,Fe3O4,48,100,35.162,50,-31
J774A.1,MTT,Fe3O4,48,12.5,80.05,50,-30
J774A.1,MTT,Fe3O4,48,25,79.551,50,-30
Jurkat,MTT,Au,24,200,33.971,30,-40.5
Jurkat,MTT,Au,24,400,19.856,30,-40.5
Jurkat,MTT,Au,48,25,59.809,30,-40.5
Jurkat,MTT,Au,48,50,48.086,30,-40.5
Jurkat,MTT,Au,48,100,39.234,30,-40.5
Jurkat,MTT,Au,48,200,29.665,30,-40.5
Jurkat,MTT,Au,48,400,16.029,30,-40.5
Jurkat,MTT,Au,72,25,45.215,30,-40.5
KEC,MTS,Ag,48,100,82.545,4.8,-8.72
KEC,MTS,Ag,48,0.5,98.288,5,-23.5
KEC,MTS,Ag,48,1,99.144,5,-23.5
KEC,MTS,Ag,48,5,93.151,5,-23.5
KEC,MTS,Ag,48,10,92.979,5,-23.5
KEC,MTS,Ag,48,50,88.87,5,-23.5
KEC,MTS,Ag,48,100,86.473,5,-23.5
KEC,MTS,Ag,48,0.5,93.144,5,-27.7
KEC,MTS,Ag,48,1,87.793,5,-27.7
KEC,MTS,Ag,48,5,88.629,5,-27.7
KEC,MTS,Ag,48,10,90.301,5,-27.7
KEC,MTS,Ag,48,50,85.786,5,-27.7
KEC,MTS,Ag,48,100,83.445,5,-27.7
KEC,MTS,Ag,24,0.5,96.743,5,-23.5
KEC,MTS,Ag,24,1,83.225,5,-23.5
KEC,MTS,Ag,24,5,82.573,5,-23.5
KEC,MTS,Ag,48,0.5,98.288,5,-23.5
KEC,MTS,Ag,48,0.5,93.144,5,-27.7
L-02,MTT,CaHCO3,24,15,83.457,29.57,88
L-02,MTT,CaHCO3,24,15,47.026,29.57,-140
L-02,MTT,CaHCO3,24,15,56.506,29.57,-99
L-02,MTT,CaHCO3,24,1.5,99.13,29.57,-158
L-02,MTT,Au,48,100,56.701,30,-0.52
L-02,MTT,Au,48,3.125,97.595,30,-0.52
L-02,MTT,Au,48,6.25,97.079,30,-0.52
L-02,MTT,Au,48,12.5,103.26,30,-0.52
L-02,MTT,Au,48,25,107.73,30,-0.52
L-02,MTT,Au,48,50,88.144,30,-0.52
L-02,MTT,Au,48,100,73.196,30,-0.52
L-02,MTT,Au,48,3.125,70.872,30,29.28
L-02,MTT,Au,48,6.25,8.9054,30,29.28
L-02,MTT,Au,48,12.5,7.0501,30,29.28
L-02,MTT,Au,48,25,3.525,30,29.28
L-02,MTT,Au,48,50,2.7829,30.09,29.28
L-02,MTT,Au,48,100,1.4842,30.09,29.28
L-02,MTT,Au,48,3.125,101.11,30.09,-0.52
L-02,MTT,Au,48,6.25,102.23,30.09,-0.52
L-132,MTT,ZnO,48,50,70.324,50,-30
L-132,MTT,ZnO,48,100,70.574,50,-30
L-132,MTT,ZnO,48,12.5,93.766,50,-30
L-132,MTT,ZnO,48,25,75.561,50,-30
L-132,MTT,SiO2,72,100,19.023,50,-35
L-132,MTT,SiO2,72,12.5,77.635,50,-35
L-132,MTT,SiO2,72,25,41.902,50,-35
L-132,MTT,SiO2,72,50,40.103,50,-35
L-132,MTT,SiO2,72,100,28.278,50,-35
L929,MTT,Ag,24,400,72.401,21.6,11.4
L929,MTT,Ag,24,10,95,21.6,-8.72
L929,MTT,Ag,24,20,93,21.6,-22.16
L929,MTT,Ag,24,50,102.4,21.6,-8.3
L929,MTT,Ag,24,100,99,21.6,-8.3
L929,MTT,Ag,48,10,184.82,21.6,-20.81
L929,MTT,Ag,48,20,221.01,21.6,-20.81
L929,MTT,Ag,48,50,234.63,21.8,-12.91
L929,MTT,Ag,48,100,230.74,21.8,-18.26
L929,MTT,Ag,48,10,98.63,21.8,-26.5
L929,MTT,Ag,48,100,94.894,21.8,-26.9
L929,MTT,Ag,48,10,95.641,21.8,54.3
L929,MTT,Ag,48,100,96.887,21.8,54.3
L929,MTT,Ag,48,10,94.894,21.8,20.55
L929,MTT,Au,48,100,94.894,21.8,33.5
L929,MTT,Au,24,8,101.67,21.8,-21.77
L929,MTT,Au,24,16,103.04,21.8,-21.77
L929,MTT,Au,24,32,103.04,21.8,-21.77
L929,MTT,Au,24,64,104.41,21.8,-21.77
L929,MTT,Au,24,128,101.67,21.8,-21.77
L929,MTT,Au,24,256,79.62,22,-21.77
L929,MTT,Au,24,8,101.06,22,-21.77
L929,MTT,Au,24,16,102.73,22,-21.77
L929,MTT,Au,24,32,103.64,22,-21.77
L929,MTT,Au,24,64,106.22,22,-21.77
L929,MTT,Au,24,128,72.989,22,-21.77
L929,MTT,Au,24,256,20.822,22,-21.77
L929,MTT,Au,24,8,98.928,22,-13.5
L929,MTT,Fe3O4,24,10,56.477,25,70.76
L929,MTT,Fe3O4,24,15,31.441,25,70.76
L929,CCK-8,Ag,24,800,43.85,28.2,-7.21
L929,CCK-8,Ag,24,1000,39.75,28.2,-7.21
L929,CCK-8,Ag,24,200,53.07,28.2,-9.83
L929,CCK-8,Ag,24,400,45.69,28.2,-9.83
L929,CCK-8,Ag,24,200,77.52,28.33,-7.21
L929,CCK-8,Ag,24,400,70.96,28.33,-7.21
L929,CCK-8,Ag,24,600,62.54,28.33,-7.21
L929,CCK-8,Ag,24,800,57.93,28.33,-7.21
L929,CCK-8,Ag,24,40,40.556,28.33,71.7
L929,CCK-8,Ag,24,80,24.89,28.33,71.7
L929,CCK-8,Ag,24,160,21.669,28.33,71.7
L929,CCK-8,Ag,24,4,99.56,28.33,71.7
L929,CCK-8,Ag,24,160,23.607,28.33,71.7
L929,CCK-8,Ag,24,4,99.854,28.33,71.7
L929,CCK-8,Ag,24,8,92.982,28.33,71.7
L929,CCK-8,Ag,24,16,80.994,28.33,71.7
L929,CCK-8,Ag,24,5,89.58,28.33,-22.7
L929,CCK-8,Ag,24,5,94.698,28.33,-6.975
L929,CCK-8,Ag,24,5,98.355,28.33,-1.46
L929,CCK-8,Ag,24,10,85.192,28.33,-36.2
L929,CCK-8,Ag,24,20,74.771,29.57,-10.1
L929,CCK-8,Ag,24,20,93.967,29.57,-4.845
L929,CCK-8,Ag,24,40,20.841,29.57,71.7
L929,CCK-8,Ag,24,40,22.121,29.57,3.4
L929,MTT,CeO2,72,50,107.73,29.57,-8
L929,MTT,CeO2,72,50,117.63,29.57,-24.52
L929,MTT,CeO2,24,50,62.53,29.57,-7.05
L929,MTT,CeO2,24,50,106.21,29.57,-38.6
L929,MTT,CeO2,24,50,108.59,29.57,3.51
L929,EZ4U,Al2O3,24,12.5,87.98,50,-35
L929,EZ4U,Al2O3,24,25,84.143,50,-35
L929,EZ4U,Al2O3,24,50,66.752,50,-35
L929,EZ4U,Al2O3,24,100,50.639,50,-35
L929,EZ4U,Al2O3,24,12.5,96.419,50,-35
L929,MTT,C,24,50,101.21,78.3,-10.3
L929,MTT,C,24,100,91.818,78.3,-10.3
L929,MTT,C,24,200,75.152,79,-10.3
L929,MTT,C,24,50,109.09,79,-7.28
L929,NRU,C,24,100,98.182,79,-7.28
L929,NRU,C,24,200,101.82,79,-7.28
L929,NRU,C,24,50,95.152,79,-11
L929,NRU,C,24,100,91.818,79,-11
L929,Live/Dead,C,24,200,79.394,79,-11
L929,Live/Dead,C,24,50,100.3,80,-9.72
L929,Live/Dead,C,24,100,90.719,80,-9.72
Lymphocyte,MTT,ZnO,48,500,76.678,6,8
Lymphocyte,MTT,ZnO,48,50,98.113,6,-13
Lymphocyte,MTT,ZnO,48,100,81.475,6,-13
Lymphocyte,MTT,ZnO,48,200,82.676,6,-13
Lymphocyte,Live/Dead,ZnO,48,500,79.417,6,-13
Lymphocyte,Live/Dead,ZnO,24,50,88.516,6,-28
Lymphocyte,Live/Dead,ZnO,24,100,83.569,6,-28
Lymphocyte,Live/Dead,ZnO,24,200,81.625,6,-28
Macrophages,MTT,ZnO,24,10,14.259,19.1,-27
Macrophages,MTT,ZnO,24,10,90.494,19.1,-8.72
Macrophages,MTT,ZnO,24,10,79.087,19.1,25.85
Macrophages,MTT,ZnO,24,0.001,90.573,19.1,-88.25
Macrophages,WST-1,C,24,20,92.346,100.33,-33.33
Macrophages,WST-1,C,24,40,57.571,100.33,-33.33
Macrophages,WST-1,C,24,60,50.749,100.33,-33.33
Macrophages,WST-1,C,24,80,48.087,100.33,-33.33
Macrophages,WST-1,C,24,100,40.1,100.33,-33.33
Macrophages,WST-1,C,24,150,38.769,100.33,-33.33
Macrophages,WST-1,C,24,200,36.439,100.33,-33.33
Macrophages,WST-1,C,24,250,32.113,100.33,-33.33
Macrophages,WST-1,C,48,20,31.448,100.33,-33.33
Macrophages,WST-1,C,48,40,10.649,100.33,-33.33
Macrophages,WST-1,C,48,60,1.9967,100.33,-33.33
Macrophages,WST-1,C,48,80,1.6639,100.33,-33.33
Macrophages,WST-1,C,48,100,0.99834,100.33,-33.33
Macrophages,WST-1,C,48,150,0.66556,100.33,-33.33
Macrophages,WST-1,C,48,200,0,100.33,-33.33
MC3T3-E1,MTT,CaHCO3,24,0.001,96.134,345.2,42.8
MC3T3-E1,MTT,CaHCO3,24,0.01,100,345.2,42.8
MC3T3-E1,MTT,CaHCO3,24,0.1,95.3608,345.2,42.8
MC3T3-E1,MTT,CaHCO3,24,1,96.6495,345.2,42.8
MC3T3-E1,MTT,CaHCO3,24,5,74.7423,345.2,42.8
MC3T3-E1,MTT,CaHCO3,24,10,43.299,345.2,42.8
MC3T3-E1,MTT,CaHCO3,24,20,15.2062,345.2,42.8
MC3T3-E1,MTT,CaHCO3,24,50,13.6598,375.4,42.8
MCF-7,MTT,Pt,48,5,85.909,10.33,-20.25
MCF-7,MTT,Pt,48,10,81.459,10.33,-8.6
MCF-7,MTT,Pt,48,15,71.199,10.9,-8.415
MCF-7,MTT,Pt,48,25,13.226,10.9,-8.23
MCF-7,MTT,Pt,72,1,96.193,10.9,-4.58
MCF-7,MTT,Pt,72,5,80.584,10.9,-4.58
MCF-7,MTT,Pt,72,10,74.112,10.9,-24.5
MCF-7,MTT,Pt,72,15,65.609,10.9,-24.5
MCF-7,MTT,Pt,72,25,5.4569,10.9,-33.33
MCF-7,MTT,Pt,72,1,96.701,10.9,-12.32
MCF-7,MTT,Pt,72,5,82.487,10.9,-31.8
MCF-7,MTT,Pt,72,10,77.03,10.9,-32.5
MCF-7,MTT,Pt,72,15,66.117,10.9,-32.5
MCF-7,MTT,Pt,72,25,7.1066,10.9,-33.33
MCF-7,MTT,Pt,72,1,97.775,10.9,-35
MCF-7,MTT,Pt,72,5,84.92,10.9,-35
MCF-7,MTT,Pt,72,10,81.459,10.9,-33.35
MCF-7,MTT,Pt,72,15,68.356,10.9,-31.7
MCF-7,MTT,Au,96,100,83.499,21.06,-5.21
MCF-7,MTT,Au,96,200,84.637,21.06,-5.21
MCF-7,MTT,Au,96,500,82.646,21.06,-5.21
MCF-7,MTT,Au,96,50,90.15,21.06,-28.7
MCF-7,MTT,Au,96,100,89.33,21.06,-28.7
MCF-7,MTT,Au,96,200,85.226,21.06,-28.7
MCF-7,MTT,Au,96,500,82.216,21.06,-28.7
MCF-7,MTT,Au,96,50,88.514,21.06,-5.21
MCF-7,MTT,SiO2,48,3.16,31.985,25,-20
MCF-7,MTT,SiO2,48,5.62,10.405,25,-20
MCF-7,MTT,SiO2,48,10,4.2389,25,-20
MCF-7,MTT,SiO2,48,17.8,2.1195,25,-20
MCF-7,MTT,SiO2,48,31.6,1.1561,25,-20
MCF-7,MTT,SiO2,48,56.2,0.385,25,-20
MCF-7,MTT,SiO2,48,100,0.385,25,-20
MCF-7,MTT,SiO2,24,5,81.514,25,70.76
MCF-7,CellTiterGlo,Pt,24,100,21.639,34.64,71.7
MCF-7,CellTiterGlo,Pt,24,0.001,95.738,34.64,49.26
MCF-7,CellTiterGlo,Pt,24,0.01,96.721,34.64,49.26
MCF-7,CellTiterGlo,Pt,24,0.1,98.033,34.64,49.26
MCF-7,CellTiterGlo,Pt,24,1,93.77,34.64,49.26
MCF-7,CellTiterGlo,Pt,24,5,88.525,34.64,49.26
MCF-7,CellTiterGlo,Pt,24,10,88.852,34.64,49.26
MCF-7,CellTiterGlo,Pt,24,20,92.131,34.64,49.26
MCF-7,CellTiterGlo,Pt,24,50,92.131,35,49.26
MCF-7,CellTiterGlo,Pt,24,100,89.508,35,49.26
MCF-7,CellTiterGlo,Pt,24,0.001,98.689,35,49.26
MCF-7,CellTiterGlo,Pt,24,0.01,100.66,35,49.26
MCF-7,CellTiterGlo,Pt,24,0.1,92.787,38.8,49.26
MCF-7,CellTiterGlo,Pt,24,1,95.738,38.8,49.26
MCF-7,CellTiterGlo,Pt,24,5,91.148,38.8,49.26
MCF-7,CellTiterGlo,Pt,24,10,100.69,39.7,8.67
MCF-7,CellTiterGlo,Pt,24,25,99.308,39.7,8.67
MCF-7,CellTiterGlo,Pt,24,50,93.08,39.7,8.67
MCF-7,CellTiterGlo,Pt,24,100,75.606,39.7,8.67
MCF-7,CellTiterGlo,Pt,24,5,81.149,39.7,8.67
MCF-7,CellTiterGlo,Pt,24,25,74.506,39.7,8.67
MCF-7,CellTiterGlo,Pt,24,50,67.684,39.7,8.67
MCF-7,CellTiterGlo,Pt,24,100,79.713,39.7,8.67
MCF-7,CellTiterGlo,Pt,24,10,101.8,39.7,11.4
MCF-7,CellTiterGlo,Pt,24,50,98.561,39.7,11.4
MCF-7,CellTiterGlo,Pt,24,100,97.482,39.7,11.4
MCF-7,CellTiterGlo,Pt,24,200,94.604,39.7,11.4
MCF-7,CellTiterGlo,Pt,24,400,91.547,39.7,11.4
MCF-7,CellTiterGlo,Pt,24,10,97.482,39.7,11.4
MCF-7,CellTiterGlo,Pt,24,50,97.482,39.94,11.4
MCF-7,MTT,NiO,24,100,25.087,274.1,-38.95
MCF-7,MTT,NiO,24,0.1,84.602,274.1,-36.5
MCF-7,MTT,NiO,24,1,61.419,274.1,17.6
MCF-7,MTT,NiO,24,10,54.152,274.1,10.4
MCF-7,MTT,NiO,24,100,46.367,274.1,-24.3
MCF-7,MTT,NiO,24,0.1,101.74,274.1,-34.15
MCF-7,MTT,NiO,24,1,98.364,274.1,-74.36
MCF-7,NRU,NiO,24,10,98.396,280,-5.7
MCF-7,NRU,NiO,24,10,99.861,280,-5.3
MCF-7,NRU,NiO,24,30,92.748,280,-0.4
MCF-7,NRU,NiO,24,30,97.211,280,-5.7
MCF-7,NRU,NiO,24,30,94.561,280,-5.3
MCF-7,NRU,NiO,24,100,97.211,280,-0.4
MCF-7,NRU,NiO,24,100,97.559,289.76,-5.7
MCF-7,MTT,CeO2,12,0.01,96.2771,437,1.7
MCF-7,MTT,CeO2,12,0.1,99.2208,437,1.7
MCF-7,MTT,CeO2,12,1,101.2987,437,1.7
MCF-7,MTT,CeO2,12,5,97.8355,437,1.7
MCF-7,NRU,CeO2,24,0.01,91.5663,437,-47.6
MCF-7,NRU,CeO2,24,0.1,115.6627,437,-47.6
MCF-7,NRU,CeO2,24,1,101.4056,437,-47.6
MCF-7,NRU,CeO2,24,10,85.9438,437,-47.6
MDCK,MTT,Fe3O4,24,100,101.97,4,7.36
MDCK,MTT,Fe3O4,24,200,115.09,4,-13
MDCK,MTT,Fe3O4,24,300,115.09,4,-2.85
MDCK,MTT,Fe3O4,24,400,100.1,4,20.02
MDCK,MTT,Fe3O4,24,500,118.08,4,-4.065
MDCK,MTT,Fe3O4,24,100,80,4,8.29
MDCK,MTT,Fe3O4,24,200,75.077,4,-23.52
MDCK,MTT,Fe3O4,24,300,50,4,-41.77
MDCK,MTT,Fe3O4,24,400,38,4,-38.62
MDCK,MTT,Fe3O4,24,500,34.923,4,-30.62
MDCK,MTT,Fe3O4,24,100,89.986,4,-22.73
MDCK,MTT,Fe3O4,24,200,80.245,4,-23.52
MDCK,MTT,Fe3O4,24,300,31.916,4,-41.77
MDCK,MTT,Fe3O4,24,400,30.043,4,-38.62
MDCK,MTT,Fe3O4,24,500,30.043,4,-30.62
MDCK-II,MTS,Au,24,400,48.62,52,-16.9
MDCK-II,MTS,Au,24,50,91.331,52,-16.9
MDCK-II,MTS,Au,24,100,87.546,52,-16.9
MDCK-II,MTS,Au,24,200,80.952,52,-16.9
MDCK-II,MTS,Au,24,10,96.02,52,-20.7
MDCK-II,MTS,Au,24,20,91.67,52,-20.7
MDCK-II,MTS,Au,24,40,88.145,52,-20.7
MDCK-II,MTS,Au,24,80,85.68,52.02,-20.7
MDCK-II,MTS,Au,24,10,94.62,52.51,-20.7
MDCK-II,MTS,Au,24,20,92.25,52.51,-20.7
MDCK-II,MTS,Au,24,40,89.58,52.51,-20.7
MDCK-II,MTS,Au,24,80,83.27,52.51,-20.7
MDCK-II,MTS,Au,24,10,95.468,52.51,-20.7
MDCK-II,MTS,Au,24,40,89.023,52.51,-20.7
mDF,MTT,C,24,200,87.725,80,-6.96
mDF,MTT,C,24,50,102.99,80,-9.64
mDF,MTT,C,24,100,94.91,80,-9.64
mDF,MTT,C,24,200,70.659,80,-9.64
mDF,MTT,C,24,50,100.3,81.8,-9.78
mDF,MTT,C,24,100,90.719,81.8,-9.78
mDF,MTT,C,24,200,90.12,81.8,-9.78
mDF,MTT,C,24,50,95.509,81.8,-10.3
mDF,MTT,C,24,100,92.515,81.8,-10.3
mDF,MTT,C,24,200,80.838,81.8,-10.3
mDF,MTT,C,24,50,98.204,81.8,-7.28
mDF,MTT,C,24,100,93.114,81.8,-7.28
mDF,MTT,C,24,200,93.114,81.8,-7.28
mDF,MTT,C,24,50,96.407,81.8,-11
mDF,MTT,C,24,100,98.204,81.8,-11
mDF,MTT,C,24,200,86.228,81.8,-11
mDF,MTT,C,24,4,94.479,82.73,-8.7
mDF,MTT,C,24,8,94.479,82.73,-8.7
mDF,MTT,C,24,16,84.227,82.73,-8.7
mDF,MTT,C,24,32,82.019,82.73,-8.7
mDF,MTT,C,24,64,63.249,82.73,-8.7
mDF,MTT,C,24,4,93.533,82.73,-21.47
mDF,MTT,C,24,8,95.741,82.73,-21.47
mDF,MTT,C,24,16,89.432,82.73,-21.47
mDF,MTT,C,24,32,91.325,82.73,-21.47
mDF,MTT,C,24,64,78.707,82.73,-21.47
mDF,MTT,C,24,4,98.107,83,-25.1
mDF,MTT,C,24,8,98.738,85.5,-25.1
mDF,MTT,C,24,16,95.426,87.82,-25.1
mDF,MTT,C,24,32,96.845,90,-25.1
mDF,MTT,Fe3O4,24,64,98.738,90,-25.1
mDF,MTT,Fe3O4,24,2,97.09,90,0.9
mDF,MTT,Fe3O4,24,4,95.865,90,0.9
mDF,MTT,Fe3O4,24,8,92.496,90,0.9
mDF,MTT,Fe3O4,24,16,90.812,90,0.9
mDF,MTT,Fe3O4,24,32,85.452,90,0.9
mDF,MTT,Fe3O4,24,2,92.496,90,-18.9
mDF,MTT,Fe3O4,24,4,93.262,90,-18.9
mDF,MTT,Fe3O4,24,8,89.587,90,-18.9
mDF,MTT,Fe3O4,24,16,85.911,90,-18.9
mDF,MTT,Fe3O4,24,32,81.317,90,-18.9
mDF,MTT,Fe3O4,24,2,101.23,90,0.9
mDF,MTT,Fe3O4,24,4,104.63,90,0.9
mDF,MTT,Fe3O4,24,8,104.63,90,0.9
mDF,MTT,Fe3O4,24,16,102.47,90,0.9
MG-63,MTT,Au,24,200,113.35,6,-28
MG-63,MTT,Au,24,500,128.05,6,-28
MG-63,MTT,Au,24,50,94.523,6,8
MG-63,MTT,Au,24,100,69.258,6,8
MG-63,MTT,Au,24,200,42.933,6,8
MG-63,MTT,Au,24,500,40.636,6,8
MG-63,MTT,Au,24,50,88.508,6,-13
MG-63,MTT,Au,24,100,36.878,6,-13
MG-63,MTT,Au,24,200,34.305,6,-13
MG-63,MTT,Au,24,1.298,82.087,22.83,-60.7
MG-63,MTT,Au,24,2.791,77.715,23,-60.7
MG-63,MTT,Au,24,6,74.189,23,-60.7
MG-63,MTT,Au,24,0.67,102.69,23,-17.1
MG-63,MTT,Au,24,1,94.215,23,-17.1
MG-63,MTT,Au,24,1.5,98.967,24,-17.1
MG-63,MTT,Au,24,2.1,152.69,24,-17.1
MG-63,MTT,Au,24,3.1,29.752,24,-17.1
MG-63,MTT,Au,24,4.6,2.0661,24,-17.1
MG-63,MTT,Au,24,6.8,2.2727,24,-17.1
MG-63,MTT,Au,24,10,3.0992,24.5,-17.1
MG-63,MTT,Au,48,0.67,93.388,24.59,-17.1
MG-63,MTT,Au,48,1,92.562,24.59,-17.1
MG-63,MTT,Au,48,1.5,90.702,24.59,-17.1
MG-63,MTT,Au,48,2.1,89.463,24.59,-17.1
MG-63,NRU,Au,48,3.1,24.587,24.59,-17.1
MG-63,NRU,Au,48,4.6,0.61983,24.59,-17.1
MG-63,NRU,Au,48,6.8,0.20661,24.59,-17.1
MG-63,NRU,Au,48,10,0.41322,24.59,-17.1
MG-63,NRU,Au,24,0.67,97.107,24.59,-17.1
MG-63,NRU,Au,24,1,98.967,24.59,-17.1
MG-63,NRU,Au,24,1.5,104.75,24.59,-17.1
MG-63,NRU,Au,24,2.1,102.89,24.59,-17.1
MG-63,NRU,Au,24,3.1,106.2,24.6,-17.1
MG-63,NRU,Au,24,4.6,95.455,24.6,-17.1
MG-63,NRU,Au,24,6.8,83.058,24.6,-17.1
MG-63,NRU,Au,24,10,48.76,24.6,-17.1
MG-63,NRU,Au,4,25,99.588,24.6,8.73
MG-63,NRU,Au,4,75,94.643,24.6,-17.6
MG-63,NRU,Au,4,100,52.473,24.6,18.35
Monocytes,CCK-8,Fe3O4,24,25,114.06,25,70.76
Monocytes,CCK-8,Fe3O4,48,25,75.332,25,70.76
Monocytes,CCK-8,Fe3O4,24,25,75.862,25,70.76
Monocytes,CCK-8,Fe3O4,48,25,64.721,25,70.76
Monocytes,CCK-8,Fe3O4,24,5,100,25,70.76
Monocytes,CCK-8,Fe3O4,24,10,102.87,25,70.76
Monocytes,CCK-8,Fe3O4,24,25,94.702,25,70.76
Monocytes,CCK-8,Fe3O4,24,50,85.872,25,70.76
neuro2A,MTT,CeO2,24,50,108.59,29.57,-7.28
neuro2A,MTT,CeO2,48,50,63.246,29.57,-40.5
neuro2A,MTT,CeO2,48,50,102.63,29.57,-8
neuro2A,MTT,CeO2,48,50,107.88,29.57,31.38
neuro2A,MTT,CeO2,48,50,106.44,29.57,-8.72
neuro2A,MTT,CeO2,72,50,65.394,29.57,-25
NHDF,MTT,Au,6,75,100.1,12.5,-45.4
NHDF,MTT,Au,6,100,100.38,12.5,-45.4
NHDF,MTT,Au,6,150,101.54,12.5,-45.4
NHDF,MTT,Au,6,175,98.654,12.5,-45.4
NHDF,MTT,Au,6,200,101.25,12.5,-45.4
NHDF,MTT,Au,6,300,100.1,12.5,-45.4
NHDF,MTT,Au,24,5,96.535,12.5,-31.8
NHDF,MTT,Au,24,10,89.109,12.5,-31.8
NHDF,MTT,Au,24,25,99.257,12.5,-31.8
NHDF,MTT,Au,24,50,93.069,12.5,-31.8
NHDF,MTT,Au,24,75,99.01,12.5,-31.8
